2022-05-12 15:30:47,860 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_SERVER_HOST
2022-07-12 18:57:38,422 | ini_setup | INFO     | [api]server_url=http://localhost:8001/api/servers
2022-07-12 18:57:38,422 | ini_setup | INFO     | [api]service_url=http://localhost:8002/api/services
2022-07-12 18:57:38,422 | ini_setup | INFO     | [api]timeout=5
2022-07-12 18:57:38,422 | ini_setup | INFO     | [celery]result_expires=1800
2022-07-12 18:57:38,422 | ini_setup | INFO     | [celery]task_default_delivery_mode=transient
2022-07-12 18:57:38,423 | ini_setup | INFO     | [celery]task_default_queue=celery_failover
2022-07-12 18:57:38,423 | ini_setup | INFO     | [celery]worker_concurrency=8
2022-07-12 18:57:38,423 | ini_setup | INFO     | [failover]start_stop_timeout=60
2022-07-12 18:57:38,423 | ini_setup | INFO     | [messaging]amqp_retries=3
2022-07-12 18:57:38,423 | ini_setup | INFO     | [messaging]queue_create_retries=30
2022-07-12 18:57:38,423 | ini_setup | INFO     | [messaging]server_url=amqp://admin:admin@localhost:5672/?heartbeat=30
2022-07-12 18:57:38,423 | ini_setup | INFO     | [server]host=127.0.0.1
2022-07-12 18:57:38,423 | ini_setup | INFO     | [server]port=8006
2022-07-12 18:57:38,423 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2022-07-12 18:57:38,423 | ini_setup | INFO     | [storage_lock]url=mongodb://127.0.0.1:27017/mediakindMongolock
2022-07-12 18:57:38,423 | ini_setup | INFO     | return code 0
2022-07-12 18:57:38,423 | ini_setup | INFO     | ---
2022-07-12 19:36:57,526 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_API_ALARM_URL
2022-07-12 19:36:57,526 | ini_setup | WARNING  | we will search for FAILOVER_API_API_ALARM_URL instead...
2022-07-12 19:36:57,527 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_API_RETRIES
2022-07-12 19:36:57,527 | ini_setup | WARNING  | we will search for FAILOVER_API_API_RETRIES instead...
2022-07-12 19:36:57,527 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_API_RETRY_INTERVAL
2022-07-12 19:36:57,527 | ini_setup | WARNING  | we will search for FAILOVER_API_API_RETRY_INTERVAL instead...
2022-07-12 19:36:57,527 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_API_SERVER_URL
2022-07-12 19:36:57,527 | ini_setup | WARNING  | we will search for FAILOVER_API_API_SERVER_URL instead...
2022-07-12 19:36:57,527 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_API_SERVICE_URL
2022-07-12 19:36:57,527 | ini_setup | WARNING  | we will search for FAILOVER_API_API_SERVICE_URL instead...
2022-07-12 19:36:57,527 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_API_TIMEOUT
2022-07-12 19:36:57,527 | ini_setup | WARNING  | we will search for FAILOVER_API_API_TIMEOUT instead...
2022-07-12 19:36:57,527 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_CELERY_RESULT_EXPIRES
2022-07-12 19:36:57,527 | ini_setup | WARNING  | we will search for FAILOVER_API_CELERY_RESULT_EXPIRES instead...
2022-07-12 19:36:57,527 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_CELERY_TASK_DEFAULT_DELIVERY_MODE
2022-07-12 19:36:57,527 | ini_setup | WARNING  | we will search for FAILOVER_API_CELERY_TASK_DEFAULT_DELIVERY_MODE instead...
2022-07-12 19:36:57,527 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_CELERY_TASK_DEFAULT_QUEUE
2022-07-12 19:36:57,527 | ini_setup | WARNING  | we will search for FAILOVER_API_CELERY_TASK_DEFAULT_QUEUE instead...
2022-07-12 19:36:57,528 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_CELERY_WORKER_CONCURRENCY
2022-07-12 19:36:57,528 | ini_setup | WARNING  | we will search for FAILOVER_API_CELERY_WORKER_CONCURRENCY instead...
2022-07-12 19:36:57,528 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_FAILOVER_START_STOP_TIMEOUT
2022-07-12 19:36:57,528 | ini_setup | WARNING  | we will search for FAILOVER_API_FAILOVER_START_STOP_TIMEOUT instead...
2022-07-12 19:36:57,528 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_MESSAGING_AMQP_RETRIES
2022-07-12 19:36:57,528 | ini_setup | WARNING  | we will search for FAILOVER_API_MESSAGING_AMQP_RETRIES instead...
2022-07-12 19:36:57,528 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_MESSAGING_QUEUE_CREATE_RETRIES
2022-07-12 19:36:57,528 | ini_setup | WARNING  | we will search for FAILOVER_API_MESSAGING_QUEUE_CREATE_RETRIES instead...
2022-07-12 19:36:57,528 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_MESSAGING_SERVER_URL
2022-07-12 19:36:57,528 | ini_setup | WARNING  | we will search for FAILOVER_API_MESSAGING_SERVER_URL instead...
2022-07-12 19:36:57,528 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_SERVER_HOST
2022-07-12 19:36:57,528 | ini_setup | WARNING  | we will search for FAILOVER_API_SERVER_HOST instead...
2022-07-12 19:36:57,528 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_SERVER_PORT
2022-07-12 19:36:57,528 | ini_setup | WARNING  | we will search for FAILOVER_API_SERVER_PORT instead...
2022-07-12 19:36:57,528 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_STORAGE_PASSWORD
2022-07-12 19:36:57,528 | ini_setup | WARNING  | we will search for FAILOVER_API_STORAGE_PASSWORD instead...
2022-07-12 19:36:57,528 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_STORAGE_URL
2022-07-12 19:36:57,528 | ini_setup | WARNING  | we will search for FAILOVER_API_STORAGE_URL instead...
2022-07-12 19:36:57,529 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_STORAGE_USERNAME
2022-07-12 19:36:57,529 | ini_setup | WARNING  | we will search for FAILOVER_API_STORAGE_USERNAME instead...
2022-07-12 19:36:57,529 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_STORAGE_LOCK_PASSWORD
2022-07-12 19:36:57,529 | ini_setup | WARNING  | we will search for FAILOVER_API_STORAGE_LOCK_PASSWORD instead...
2022-07-12 19:36:57,529 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_STORAGE_LOCK_URL
2022-07-12 19:36:57,529 | ini_setup | WARNING  | we will search for FAILOVER_API_STORAGE_LOCK_URL instead...
2022-07-12 19:36:57,529 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_STORAGE_LOCK_USERNAME
2022-07-12 19:36:57,529 | ini_setup | WARNING  | we will search for FAILOVER_API_STORAGE_LOCK_USERNAME instead...
2022-07-12 19:36:57,529 | ini_setup | INFO     | configure /opt/ericsson/failover-api/etc/failover-api.ini from /opt/ericsson/failover-api/etc/failover-api.ini
2022-07-12 19:36:57,529 | ini_setup | INFO     | [api]alarm_url=http://127.0.0.1:8099/api/alarms
2022-07-12 19:36:57,529 | ini_setup | INFO     | [api]retries=10
2022-07-12 19:36:57,529 | ini_setup | INFO     | [api]retry_interval=5
2022-07-12 19:36:57,530 | ini_setup | INFO     | [api]server_url=http://localhost:8001/api/servers
2022-07-12 19:36:57,530 | ini_setup | INFO     | [api]service_url=http://localhost:8002/api/services
2022-07-12 19:36:57,530 | ini_setup | INFO     | [api]timeout=5
2022-07-12 19:36:57,530 | ini_setup | INFO     | [celery]result_expires=1800
2022-07-12 19:36:57,530 | ini_setup | INFO     | [celery]task_default_delivery_mode=transient
2022-07-12 19:36:57,530 | ini_setup | INFO     | [celery]task_default_queue=celery_failover
2022-07-12 19:36:57,530 | ini_setup | INFO     | [celery]worker_concurrency=8
2022-07-12 19:36:57,530 | ini_setup | INFO     | [failover]start_stop_timeout=60
2022-07-12 19:36:57,530 | ini_setup | INFO     | [messaging]amqp_retries=3
2022-07-12 19:36:57,530 | ini_setup | INFO     | [messaging]queue_create_retries=30
2022-07-12 19:36:57,530 | ini_setup | INFO     | [messaging]server_url=amqp://admin:admin@localhost:5672/?heartbeat=30
2022-07-12 19:36:57,530 | ini_setup | INFO     | [server]host=127.0.0.1
2022-07-12 19:36:57,530 | ini_setup | INFO     | [server]port=8006
2022-07-12 19:36:57,530 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2022-07-12 19:36:57,530 | ini_setup | INFO     | [storage_lock]url=mongodb://127.0.0.1:27017/mediakindMongolock
2022-07-12 19:36:57,530 | ini_setup | INFO     | return code 0
2022-07-12 19:36:57,530 | ini_setup | INFO     | ---
2023-08-08 00:32:15,947 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_API_ALARM_URL
2023-08-08 00:32:15,947 | ini_setup | WARNING  | we will search for FAILOVER_API_API_ALARM_URL instead...
2023-08-08 00:32:15,948 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_API_RETRIES
2023-08-08 00:32:15,948 | ini_setup | WARNING  | we will search for FAILOVER_API_API_RETRIES instead...
2023-08-08 00:32:15,948 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_API_RETRY_INTERVAL
2023-08-08 00:32:15,948 | ini_setup | WARNING  | we will search for FAILOVER_API_API_RETRY_INTERVAL instead...
2023-08-08 00:32:15,948 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_API_SERVER_URL
2023-08-08 00:32:15,948 | ini_setup | WARNING  | we will search for FAILOVER_API_API_SERVER_URL instead...
2023-08-08 00:32:15,948 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_API_SERVICE_URL
2023-08-08 00:32:15,948 | ini_setup | WARNING  | we will search for FAILOVER_API_API_SERVICE_URL instead...
2023-08-08 00:32:15,948 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_API_TIMEOUT
2023-08-08 00:32:15,949 | ini_setup | WARNING  | we will search for FAILOVER_API_API_TIMEOUT instead...
2023-08-08 00:32:15,949 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_CELERY_RESULT_EXPIRES
2023-08-08 00:32:15,949 | ini_setup | WARNING  | we will search for FAILOVER_API_CELERY_RESULT_EXPIRES instead...
2023-08-08 00:32:15,949 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_CELERY_TASK_DEFAULT_DELIVERY_MODE
2023-08-08 00:32:15,949 | ini_setup | WARNING  | we will search for FAILOVER_API_CELERY_TASK_DEFAULT_DELIVERY_MODE instead...
2023-08-08 00:32:15,949 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_CELERY_TASK_DEFAULT_QUEUE
2023-08-08 00:32:15,949 | ini_setup | WARNING  | we will search for FAILOVER_API_CELERY_TASK_DEFAULT_QUEUE instead...
2023-08-08 00:32:15,949 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_CELERY_WORKER_CONCURRENCY
2023-08-08 00:32:15,949 | ini_setup | WARNING  | we will search for FAILOVER_API_CELERY_WORKER_CONCURRENCY instead...
2023-08-08 00:32:15,949 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_FAILOVER_START_STOP_TIMEOUT
2023-08-08 00:32:15,949 | ini_setup | WARNING  | we will search for FAILOVER_API_FAILOVER_START_STOP_TIMEOUT instead...
2023-08-08 00:32:15,950 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_MESSAGING_AMQP_RETRIES
2023-08-08 00:32:15,950 | ini_setup | WARNING  | we will search for FAILOVER_API_MESSAGING_AMQP_RETRIES instead...
2023-08-08 00:32:15,950 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_MESSAGING_QUEUE_CREATE_RETRIES
2023-08-08 00:32:15,950 | ini_setup | WARNING  | we will search for FAILOVER_API_MESSAGING_QUEUE_CREATE_RETRIES instead...
2023-08-08 00:32:15,950 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_MESSAGING_SERVER_URL
2023-08-08 00:32:15,950 | ini_setup | WARNING  | we will search for FAILOVER_API_MESSAGING_SERVER_URL instead...
2023-08-08 00:32:15,950 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_SERVER_HOST
2023-08-08 00:32:15,950 | ini_setup | WARNING  | we will search for FAILOVER_API_SERVER_HOST instead...
2023-08-08 00:32:15,950 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_SERVER_PORT
2023-08-08 00:32:15,950 | ini_setup | WARNING  | we will search for FAILOVER_API_SERVER_PORT instead...
2023-08-08 00:32:15,950 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_STORAGE_PASSWORD
2023-08-08 00:32:15,951 | ini_setup | WARNING  | we will search for FAILOVER_API_STORAGE_PASSWORD instead...
2023-08-08 00:32:15,951 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_STORAGE_URL
2023-08-08 00:32:15,951 | ini_setup | WARNING  | we will search for FAILOVER_API_STORAGE_URL instead...
2023-08-08 00:32:15,951 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_STORAGE_USERNAME
2023-08-08 00:32:15,951 | ini_setup | WARNING  | we will search for FAILOVER_API_STORAGE_USERNAME instead...
2023-08-08 00:32:15,951 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_STORAGE_LOCK_PASSWORD
2023-08-08 00:32:15,951 | ini_setup | WARNING  | we will search for FAILOVER_API_STORAGE_LOCK_PASSWORD instead...
2023-08-08 00:32:15,951 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_STORAGE_LOCK_URL
2023-08-08 00:32:15,951 | ini_setup | WARNING  | we will search for FAILOVER_API_STORAGE_LOCK_URL instead...
2023-08-08 00:32:15,952 | ini_setup | WARNING  | Invalid name for ENV VARS : FAILOVER-API_STORAGE_LOCK_USERNAME
2023-08-08 00:32:15,952 | ini_setup | WARNING  | we will search for FAILOVER_API_STORAGE_LOCK_USERNAME instead...
2023-08-08 00:32:15,952 | ini_setup | INFO     | configure /opt/ericsson/failover-api/etc/failover-api.ini from /opt/ericsson/failover-api/etc/failover-api.ini
2023-08-08 00:32:15,953 | ini_setup | INFO     | [api]alarm_url=http://127.0.0.1:8099/api/alarms
2023-08-08 00:32:15,953 | ini_setup | INFO     | [api]retries=10
2023-08-08 00:32:15,953 | ini_setup | INFO     | [api]retry_interval=5
2023-08-08 00:32:15,953 | ini_setup | INFO     | [api]server_url=http://localhost:8001/api/servers
2023-08-08 00:32:15,953 | ini_setup | INFO     | [api]service_url=http://localhost:8002/api/services
2023-08-08 00:32:15,953 | ini_setup | INFO     | [api]timeout=5
2023-08-08 00:32:15,953 | ini_setup | INFO     | [celery]result_expires=1800
2023-08-08 00:32:15,953 | ini_setup | INFO     | [celery]task_default_delivery_mode=transient
2023-08-08 00:32:15,953 | ini_setup | INFO     | [celery]task_default_queue=celery_failover
2023-08-08 00:32:15,953 | ini_setup | INFO     | [celery]worker_concurrency=8
2023-08-08 00:32:15,954 | ini_setup | INFO     | [failover]start_stop_timeout=60
2023-08-08 00:32:15,954 | ini_setup | INFO     | [messaging]amqp_retries=3
2023-08-08 00:32:15,954 | ini_setup | INFO     | [messaging]queue_create_retries=30
2023-08-08 00:32:15,954 | ini_setup | INFO     | [messaging]server_url=amqp://admin:admin@localhost:5672/?heartbeat=30
2023-08-08 00:32:15,954 | ini_setup | INFO     | [server]host=127.0.0.1
2023-08-08 00:32:15,954 | ini_setup | INFO     | [server]port=8006
2023-08-08 00:32:15,954 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2023-08-08 00:32:15,954 | ini_setup | INFO     | [storage_lock]url=mongodb://127.0.0.1:27017/mediakindMongolock
2023-08-08 00:32:15,954 | ini_setup | INFO     | return code 0
2023-08-08 00:32:15,955 | ini_setup | INFO     | ---
