itself=False
2022-05-12 16:04:55,491 | ini_setup | INFO     | [general]ready_file_path=/var/run/ericsson/server-monitor/ready
2022-05-12 16:04:55,491 | ini_setup | INFO     | [alarm]publisher_id=server-monitor
2022-05-12 16:04:55,491 | ini_setup | INFO     | [alarm]resync_interval=30
2022-05-12 16:04:55,491 | ini_setup | INFO     | [api]server_url=http://localhost:8001/api/servers
2022-05-12 16:04:55,491 | ini_setup | INFO     | [api]timeout=2
2022-05-12 16:04:55,491 | ini_setup | INFO     | [api]wait_on_error=30
2022-05-12 16:04:55,491 | ini_setup | INFO     | [general]exclude_lid name for ENV VARS : SERVER-MONITOR_API_WAIT_ON_ERROR
2023-08-08 00:32:16,012 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_WAIT_ON_ERROR instead...
2023-08-08 00:32:16,012 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_EXCLUDE_ITSELF
2023-08-08 00:32:16,013 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_EXCLUDE_ITSELF instead...
2023-08-08 00:32:16,013 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_READY_FILE_PATH
2023-08-08 00:32:16,013 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_READY_FILE_PATH instead...
2023-08-08 00:32:16,013 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_SERVER_ID
2023-08-08 00:32:16,013 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_SERVER_ID instead...
2023-08-08 00:32:16,013 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_MESSAGING_SERVER_URL
2023-08-08 00:32:16,013 | ini_setup | WARNING  | we will search for SERVER_MONITOR_MESSAGING_SERVER_URL instead...
2023-08-08 00:32:16,014 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_PASSWORD
2023-08-08 00:32:16,014 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_PASSWORD instead...
2023-08-08 00:32:16,014 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_URL
2023-08-08 00:32:16,014 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_URL instead...
2023-08-08 00:32:16,014 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_USERNAME
2023-08-08 00:32:16,014 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_USERNAME instead...
2023-08-08 00:32:16,014 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_PASSWORD
2023-08-08 00:32:16,014 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_PASSWORD instead...
2023-08-08 00:32:16,015 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_URL
2023-08-08 00:32:16,015 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_URL instead...
2023-08-08 00:32:16,015 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_USERNAME
2023-08-08 00:32:16,015 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_USERNAME instead...
2023-08-08 00:32:16,015 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_TIME_INTERVAL
2023-08-08 00:32:16,015 | ini_setup | WARNING  | we will search for SERVER_MONITOR_TIME_INTERVAL instead...
2023-08-08 00:32:16,016 | ini_setup | INFO     | configure /opt/ericsson/server-monitor/etc/server-monitor.ini from /opt/ericsson/server-monitor/etc/server-monitor.ini
2023-08-08 00:32:16,016 | ini_setup | INFO     | [alarm]publisher_id=server-monitor
2023-08-08 00:32:16,016 | ini_setup | INFO     | [alarm]resync_interval=30
2023-08-08 00:32:16,016 | ini_setup | INFO     | [api]server_url=http://localhost:8001/api/servers
2023-08-08 00:32:16,016 | ini_setup | INFO     | [api]timeout=2
2023-08-08 00:32:16,017 | ini_setup | INFO     | [api]wait_on_error=30
2023-08-08 00:32:16,017 | ini_setup | INFO     | [general]exclude_itself=False
2023-08-08 00:32:16,017 | ini_setup | INFO     | [general]ready_file_path=/var/run/ericsson/server-monitor/ready
2023-08-08 00:32:16,017 | ini_setup | INFO     | [general]server_id=standalone
2023-08-08 00:32:16,017 | ini_setup | INFO     | [messaging]server_url=amqp://guest:guest@localhost:5672/?heartbeat=30
2023-08-08 00:32:16,017 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2023-08-08 00:32:16,017 | ini_setup | INFO     | [storage_lock]url=mongodb://127.0.0.1:27017/mediakindMongolock
2023-08-08 00:32:16,017 | ini_setup | INFO     | [time]interval=1
2023-08-08 00:32:16,018 | ini_setup | INFO     | return code 0
2023-08-08 00:32:16,018 | ini_setup | INFO     | ---
